chunk_id,file_name,chunk_index,content_preview,relevance_cxo,relevance_technical-fellows,relevance_architect,relevance_product,relevance_business,relevance_r-and-d
8714aa18-e041-70fb-8d68-e4feabf66bdd_NOISE_Movie_Review.md_2,NOISE_Movie_Review.md,2,"## 3. アニメ部門

### 「星の彼方へ」（★★★★☆）

| 項目 | 内容 |
|------|------|
| 監督 | 鈴木アニメ監督 |
| 声優 | 声優オールスター |
| 上映時間 | 110分 |
| 公開日 | 2025年8月10日 |

**あらすじ:**
宇宙飛行士を夢見る少年が、不思議な生き物と出会い冒険する。

**感想:**
映像美が素晴らしい。子供から大人まで楽しめる内容で、夢を追うことの大切さを教えてくれる。

## 4. 2025年映画ランキング

| 順位 | タイトル | ジャンル | 評価 |
|------|----------|----------|------|
| 1位 | ミッドナイト・チェイス | アクション | ★★★★★ |
| 2位 | 桜の記憶 | ドラマ | ★★★★★ |
| 3位 | スカイハンター | アクション | ★★★★☆ |
| 4位 | 星の彼方へ | アニメ | ★★★★☆ |
| 5位 | 笑顔の向こう側 | コメディ | ★★★★☆ |",0,0,0,0,0,0
8714aa18-e041-70fb-8d68-e4feabf66bdd_NOISE_Movie_Review.md_3,NOISE_Movie_Review.md,3,"## 5. 2026年の注目作品

- 「タイムループ・ラブ」（2月公開予定）
- 「最後の侍」（4月公開予定）
- 「ロボットと僕」（夏公開予定）

映画館で素敵な時間を過ごしましょう！",0,0,0,0,0,0
8714aa18-e041-70fb-8d68-e4feabf66bdd_NOISE_Movie_Review.md_9,NOISE_Movie_Review.md,0,"# 2025年おすすめ映画レビュー

**作成日:** 2025-12-28  
**カテゴリ:** 映画・エンタメ  
**執筆者:** 映画好き太郎

## 1. アクション部門

### 「スカイハンター」（★★★★☆）

| 項目 | 内容 |
|------|------|
| 監督 | ジョン・スミス |
| 主演 | マイケル・ジョンソン |
| 上映時間 | 135分 |
| 公開日 | 2025年3月15日 |

**あらすじ:**
元パイロットの主人公が、ハイジャックされた旅客機を救うために立ち上がる。

**感想:**
空中戦のシーンが圧巻。CGと実写の融合が見事で、手に汗握る展開が続く。ラストの着陸シーンは息を呑む緊張感。",0,0,0,0,0,0
8714aa18-e041-70fb-8d68-e4feabf66bdd_NOISE_Music_History.md_1,NOISE_Music_History.md,1,"### 特徴

- ブルースとカントリーの融合
- エレキギターの使用
- ビートの強調
- 若者文化の象徴

## 2. ブリティッシュ・インヴェイジョン（1960年代）

### 主要バンド

| バンド | 結成年 | 代表アルバム |
|--------|--------|-------------|
| ビートルズ | 1960年 | Abbey Road |
| ローリング・ストーンズ | 1962年 | Sticky Fingers |
| ザ・フー | 1964年 | Tommy |
| レッド・ツェッペリン | 1968年 | Led Zeppelin IV |

### ビートルズの功績

1. ロックを芸術の域に高めた
2. アルバムという概念を確立
3. スタジオ技術の革新
4. 世界的なポップカルチャーの創出",0,0,0,0,0,0
8714aa18-e041-70fb-8d68-e4feabf66bdd_NOISE_Music_History.md_13,NOISE_Music_History.md,0,"# ロック音楽の歴史

**作成日:** 2026-01-12  
**カテゴリ:** 音楽・文化  
**対象:** 音楽に興味のある方

## 1. ロックの誕生（1950年代）

### 主要アーティスト

| アーティスト | 代表曲 | 活動国 |
|-------------|--------|--------|
| エルヴィス・プレスリー | Hound Dog | アメリカ |
| チャック・ベリー | Johnny B. Goode | アメリカ |
| リトル・リチャード | Tutti Frutti | アメリカ |
| バディ・ホリー | Peggy Sue | アメリカ |",0,0,0,0,0,0
8714aa18-e041-70fb-8d68-e4feabf66bdd_NOISE_Music_History.md_2,NOISE_Music_History.md,2,"## 3. プログレッシブ・ロック（1970年代）

### 代表的バンド

| バンド | 特徴 | 代表曲 |
|--------|------|--------|
| ピンク・フロイド | 哲学的歌詞、音響効果 | Comfortably Numb |
| イエス | 複雑な構成、高い演奏技術 | Roundabout |
| キング・クリムゾン | 実験的サウンド | 21st Century Schizoid Man |
| ジェネシス | シアトリカルな演出 | The Lamb Lies Down on Broadway |

### 特徴

- 長尺の楽曲
- クラシック音楽からの影響
- コンセプトアルバム
- 高度な演奏技術",0,0,0,0,0,0
8714aa18-e041-70fb-8d68-e4feabf66bdd_NOISE_Music_History.md_3,NOISE_Music_History.md,3,"## 4. パンク・ロック（1970年代後半）

### 主要バンド

| バンド | 結成地 | 代表曲 |
|--------|--------|--------|
| セックス・ピストルズ | ロンドン | Anarchy in the UK |
| ラモーンズ | ニューヨーク | Blitzkrieg Bop |
| ザ・クラッシュ | ロンドン | London Calling |

### 精神

- DIY（自分でやる）精神
- 反体制・反商業主義
- シンプルな演奏
- 短い曲

## 5. ロックのサブジャンル

| ジャンル | 時代 | 代表バンド |
|----------|------|-----------|
| ハードロック | 1970s | AC/DC, Deep Purple |
| ヘヴィメタル | 1980s | Metallica, Iron Maiden |
| グランジ | 1990s | Nirvana, Pearl Jam |
| オルタナティブ | 1990s | Radiohead, R.E.M. |
| インディーロック | 2000s | Arctic Monkeys, The Strokes |",0,0,0,0,0,0
8714aa18-e041-70fb-8d68-e4feabf66bdd_NOISE_Music_History.md_4,NOISE_Music_History.md,4,"## 6. ロックが社会に与えた影響

- 若者の自己表現の手段
- 反戦運動との結びつき
- ファッションへの影響
- 音楽産業の変革

ロックは今も進化し続けています！",0,0,0,0,0,0
8714aa18-e041-70fb-8d68-e4feabf66bdd_NOISE_Pet_Care.md_1,NOISE_Pet_Care.md,1,"### 部屋の準備

- 危険な物（小さな部品、ゴム紐）を片付ける
- 観葉植物は猫に有害なものがあるので注意
- 脱走防止の網戸ストッパー設置
- 高い場所に登れるキャットタワー設置

## 2. 食事について

### 年齢別のフード

| 年齢 | フードの種類 | 回数 |
|------|-------------|------|
| 〜1歳 | 子猫用（キトン） | 1日3〜4回 |
| 1〜7歳 | 成猫用（アダルト） | 1日2回 |
| 7歳〜 | シニア用 | 1日2〜3回 |

### 与えてはいけない食べ物

- ネギ類（玉ねぎ、長ネギ、にんにく）
- チョコレート
- アルコール
- 生の魚介類
- 牛乳（乳糖不耐症の猫が多い）",0,0,0,0,0,0
8714aa18-e041-70fb-8d68-e4feabf66bdd_NOISE_Pet_Care.md_18,NOISE_Pet_Care.md,0,"# 初めての猫の飼い方ガイド

**作成日:** 2026-01-05  
**カテゴリ:** ペット・動物  
**対象:** 初めて猫を飼う方

## 1. 猫を迎える準備

### 必要なグッズ

| アイテム | 目安価格 | 備考 |
|----------|----------|------|
| キャットフード | 2,000円/月 | 年齢に合わせて選ぶ |
| トイレ | 3,000円 | 猫砂も必要 |
| 猫砂 | 500円/月 | 固まるタイプが便利 |
| 爪とぎ | 1,500円 | 段ボール製が人気 |
| キャリーバッグ | 5,000円 | 病院に行く時に必要 |
| おもちゃ | 1,000円 | 猫じゃらしなど |",0,0,0,0,0,0
8714aa18-e041-70fb-8d68-e4feabf66bdd_NOISE_Pet_Care.md_2,NOISE_Pet_Care.md,2,"## 3. 健康管理

### 定期的なケア

| ケア | 頻度 | 方法 |
|------|------|------|
| ブラッシング | 毎日 | 短毛種は週2〜3回でもOK |
| 爪切り | 2週間に1回 | 先端の透明な部分だけ切る |
| 耳掃除 | 月1回 | 綿棒で優しく |
| 歯磨き | 毎日 | 専用歯ブラシを使用 |

### ワクチン接種

| ワクチン | 時期 | 費用目安 |
|----------|------|----------|
| 3種混合 | 年1回 | 5,000円 |
| 5種混合 | 年1回 | 7,000円 |
| 狂犬病 | 必要に応じて | 3,000円 |",0,0,0,0,0,0
8714aa18-e041-70fb-8d68-e4feabf66bdd_NOISE_Pet_Care.md_3,NOISE_Pet_Care.md,3,"## 4. 猫の行動と気持ち

### しっぽの動き

| 動き | 気持ち |
|------|--------|
| ピンと立てる | 嬉しい、挨拶 |
| 大きく振る | イライラ |
| 膨らませる | 怖い、威嚇 |
| 足に巻きつける | 甘えている |

### 鳴き声

- 「ニャー」: 要求（ご飯、遊んで）
- 「ゴロゴロ」: リラックス、甘え
- 「シャー」: 威嚇、怒り
- 「カカカ」: 獲物を見つけた興奮

## 5. 猫との暮らしのコツ

1. 猫のペースを尊重する
2. 隠れられる場所を用意する
3. 毎日遊ぶ時間を作る
4. 清潔なトイレを維持する
5. 定期的な健康診断を受ける

猫との生活を楽しんでください！",0,0,0,0,0,0
8714aa18-e041-70fb-8d68-e4feabf66bdd_NOISE_Recipe.md_1,NOISE_Recipe.md,1,"## 2. ペペロンチーノ

### 材料（2人分）

| 材料 | 分量 |
|------|------|
| スパゲッティ | 200g |
| にんにく | 3片 |
| 唐辛子 | 2本 |
| オリーブオイル | 大さじ4 |
| パセリ | 適量 |

### 作り方

1. にんにくを薄切りにする
2. 弱火でにんにくをオイルで炒める
3. 唐辛子を加えて香りを出す
4. 茹で汁を加えて乳化させる
5. パスタを加えて和える

## 3. ボロネーゼ

### 材料（4人分）

| 材料 | 分量 |
|------|------|
| 合挽き肉 | 400g |
| 玉ねぎ | 1個 |
| にんじん | 1/2本 |
| セロリ | 1本 |
| トマト缶 | 1缶 |
| 赤ワイン | 100ml |",0,0,0,0,0,0
8714aa18-e041-70fb-8d68-e4feabf66bdd_NOISE_Recipe.md_2,NOISE_Recipe.md,2,"### 作り方

1. 野菜をみじん切りにする
2. 野菜を炒めて甘みを出す
3. ひき肉を加えて炒める
4. 赤ワインを加えてアルコールを飛ばす
5. トマト缶を加えて1時間煮込む

## 4. 保存方法

| 料理 | 冷蔵保存 | 冷凍保存 |
|------|----------|----------|
| カルボナーラ | 不可 | 不可 |
| ペペロンチーノ | 1日 | 不可 |
| ボロネーゼソース | 3日 | 1ヶ月 |

## 5. おすすめのパスタブランド

- ディ・チェコ（イタリア産）
- バリラ（イタリア産）
- ママー（国産）",0,0,0,0,0,0
8714aa18-e041-70fb-8d68-e4feabf66bdd_NOISE_Recipe.md_22,NOISE_Recipe.md,0,"# 簡単！家庭で作れる本格パスタレシピ集

**作成日:** 2026-01-10  
**カテゴリ:** 料理・レシピ  
**難易度:** 初心者〜中級者向け

## 1. カルボナーラ

### 材料（2人分）

| 材料 | 分量 |
|------|------|
| スパゲッティ | 200g |
| ベーコン | 100g |
| 卵黄 | 3個 |
| パルメザンチーズ | 50g |
| 黒こしょう | 適量 |
| 塩 | 適量 |

### 作り方

1. パスタを茹でる（塩は湯の1%）
2. ベーコンをカリカリに炒める
3. 卵黄とチーズを混ぜてソースを作る
4. 茹でたパスタとベーコンを合わせる
5. 火を止めてからソースを絡める
6. 黒こしょうをたっぷりかけて完成

**ポイント:** 火を止めてからソースを入れないと卵が固まってしまいます。",0,0,0,0,0,0
8714aa18-e041-70fb-8d68-e4feabf66bdd_NOISE_Sports_Rules.md_1,NOISE_Sports_Rules.md,1,"### サーブのルール

| ルール | 内容 |
|--------|------|
| 位置 | 対角線上のサービスコートへ |
| 高さ | ウエストより下で打つ |
| 足 | 両足がコート内に着いている |
| 順番 | 得点が偶数なら右から |

## 3. 基本技術

### ストローク一覧

| 技術 | 説明 | 難易度 |
|------|------|--------|
| クリア | 奥に高く飛ばす | ★☆☆ |
| ドロップ | ネット際に落とす | ★★☆ |
| スマッシュ | 強く打ち下ろす | ★★★ |
| ヘアピン | ネット際の返球 | ★★☆ |
| ドライブ | 床と平行に打つ | ★★☆ |",0,0,0,0,0,0
8714aa18-e041-70fb-8d68-e4feabf66bdd_NOISE_Sports_Rules.md_2,NOISE_Sports_Rules.md,2,"### グリップの種類

1. **イースタングリップ**: 基本的な握り方
2. **ウエスタングリップ**: バック向け
3. **サムグリップ**: バックハンド専用

## 4. シングルスの戦術

### 基本戦術

| 戦術 | 目的 |
|------|------|
| 4隅を突く | 相手を動かす |
| 緩急をつける | リズムを崩す |
| センターに集める | 角度をなくす |
| 相手のバックを狙う | 弱点を攻める |

### ポジショニング

- 基本はコートの中央
- 打った後は必ずホームポジションへ
- 相手の動きを見て予測

## 5. ダブルスの戦術

### フォーメーション

| 形 | 状況 | 特徴 |
|----|------|------|
| トップ&バック | 攻撃時 | 前衛が決める |
| サイドバイサイド | 守備時 | 左右を分担 |
| ローテーション | 移行時 | 状況に応じて変化 |",0,0,0,0,0,0
8714aa18-e041-70fb-8d68-e4feabf66bdd_NOISE_Sports_Rules.md_25,NOISE_Sports_Rules.md,0,"# バドミントンのルールと基本技術

**作成日:** 2026-01-10  
**カテゴリ:** スポーツ  
**対象:** 初心者〜中級者

## 1. 基本ルール

### コートの大きさ

| 種目 | 幅 | 長さ |
|------|-----|------|
| シングルス | 5.18m | 13.40m |
| ダブルス | 6.10m | 13.40m |

### ネットの高さ

| 位置 | 高さ |
|------|------|
| 中央 | 1.524m |
| 両端 | 1.55m |

## 2. 試合の進め方

### 得点方式

- 3ゲームマッチ（2ゲーム先取）
- 1ゲーム21点先取
- 20-20の場合、2点差がつくまで
- 29-29の場合、30点先取",0,0,0,0,0,0
8714aa18-e041-70fb-8d68-e4feabf66bdd_NOISE_Sports_Rules.md_3,NOISE_Sports_Rules.md,3,"### 役割分担

- **前衛**: ネット前でのプッシュ、スマッシュのフォロー
- **後衛**: クリア、スマッシュ、ドロップ

## 6. トレーニング方法

### 基礎体力

| メニュー | 回数 | 効果 |
|----------|------|------|
| フットワーク | 10分 | 動きの速さ |
| 素振り | 100回 | フォーム固め |
| シャトルラン | 5セット | 持久力 |
| スクワット | 30回 | 下半身強化 |

### 上達のコツ

1. 毎日ラケットを握る
2. 試合動画を見て研究
3. 上手い人と打つ
4. 弱点を意識して練習

楽しくバドミントンを続けましょう！",0,0,0,0,0,0
8714aa18-e041-70fb-8d68-e4feabf66bdd_NOISE_Travel_Blog.md_1,NOISE_Travel_Blog.md,1,"### 昼食

湯豆腐の老舗「松籟庵」で昼食。
- 湯豆腐コース: 3,500円
- 庭園を眺めながら食事
- 予約必須

## 2日目: 京都市内観光

### 訪問スポット

| 場所 | 滞在時間 | 感想 |
|------|----------|------|
| 金閣寺 | 1時間 | 池に映る金閣が美しい |
| 龍安寺 | 45分 | 石庭で瞑想 |
| 清水寺 | 1.5時間 | 紅葉と舞台からの眺め |
| 祇園 | 2時間 | 街歩きと抹茶スイーツ |

### 夕食

祇園の料亭で京懐石を堪能。
- 先付、椀物、向付、焼物、煮物、御飯、水物
- 季節の食材を使った繊細な味付け",0,0,0,0,0,0
8714aa18-e041-70fb-8d68-e4feabf66bdd_NOISE_Travel_Blog.md_2,NOISE_Travel_Blog.md,2,"## 3日目: 奈良日帰り

### 移動

近鉄特急で京都から奈良へ（約35分）

### 訪問スポット

**東大寺**
- 大仏の大きさに圧倒される
- 柱くぐりに挑戦（成功！）
- 鹿せんべいをあげた

**春日大社**
- 朱色の社殿が美しい
- 石灯籠が並ぶ参道
- 御朱印をいただいた

**奈良公園**
- 鹿がたくさん！
- 子供たちが大喜び
- お土産に鹿グッズを購入

## 4日目: 伏見稲荷・帰路

### 伏見稲荷大社

- 千本鳥居を歩く
- 山頂まで往復2時間
- 朝7時から行動開始

### お土産

| 品目 | 購入場所 | 価格 |
|------|----------|------|
| 八ッ橋 | 京都駅 | 1,200円 |
| 抹茶チョコ | 祇園 | 800円 |
| 鹿キーホルダー | 奈良公園 | 500円 |",0,0,0,0,0,0
8714aa18-e041-70fb-8d68-e4feabf66bdd_NOISE_Travel_Blog.md_29,NOISE_Travel_Blog.md,0,"# 京都・奈良 3泊4日の旅行記

**旅行日:** 2025年11月15日〜18日  
**カテゴリ:** 旅行・観光  
**同行者:** 家族4人

## 1日目: 京都到着・嵐山散策

### 移動

| 区間 | 手段 | 所要時間 |
|------|------|----------|
| 東京→京都 | 新幹線のぞみ | 2時間15分 |
| 京都駅→嵐山 | JR嵯峨野線 | 15分 |

### 訪問スポット

**渡月橋**
- 紅葉が見頃で素晴らしい景色
- 人力車に乗って周辺を散策
- 写真スポットとして最高

**竹林の小径**
- 朝早く行くと人が少ない
- 竹のトンネルが幻想的
- 約400mの散策路",0,0,0,0,0,0
8714aa18-e041-70fb-8d68-e4feabf66bdd_NOISE_Travel_Blog.md_3,NOISE_Travel_Blog.md,3,"## 旅行費用まとめ

| 項目 | 金額 |
|------|------|
| 交通費 | 65,000円 |
| 宿泊費 | 90,000円 |
| 食費 | 45,000円 |
| 入場料等 | 8,000円 |
| お土産 | 12,000円 |
| **合計** | **220,000円** |

また来年も訪れたい！",0,0,0,0,0,0
8714aa18-e041-70fb-8d68-e4feabf66bdd_TEST_Hazard_Analysis.md_0,TEST_Hazard_Analysis.md,0,"# ハザード分析レポート（Hazard Analysis Report）

**文書ID:** HAZ-TEST-001  
**作成日:** 2026-01-08  
**分析手法:** HAZOP, FTA  
**作成者:** 安全分析チーム

## 1. ハザード一覧

### **H-101**: センサー誤動作

| 項目 | 内容 |
|------|------|
| 深刻度 | Serious |
| 発生頻度 | Probable |
| リスクレベル | High |
| 対応状況 | 対策実施済 |
| 関連リスク | **R-101** |
| 説明 | メインセンサーが誤った値を出力し、システムが不適切な動作を行う。 |
| 原因 | センサー劣化、電磁干渉、温度変化 |
| 対策 | 冗長センサー追加、値の妥当性チェック機能実装 |
| 残存リスク | 低（冗長系により影響軽減） |",2,3,3,3,2,3
8714aa18-e041-70fb-8d68-e4feabf66bdd_TEST_Hazard_Analysis.md_1,TEST_Hazard_Analysis.md,1,"### **H-102**: 制御遅延

| 項目 | 内容 |
|------|------|
| 深刻度 | Marginal |
| 発生頻度 | Occasional |
| リスクレベル | Medium |
| 対応状況 | 対策実施済 |
| 関連リスク | **R-102** |
| 説明 | 制御信号の遅延により、システムの応答が遅れる。 |
| 原因 | 通信負荷、処理負荷、ネットワーク障害 |
| 対策 | 優先度制御の実装、タイムアウト最適化 |
| 残存リスク | 低 |

### **H-103**: 電源喪失

| 項目 | 内容 |
|------|------|
| 深刻度 | Serious |
| 発生頻度 | Remote |
| リスクレベル | Medium |
| 対応状況 | 対策実施済 |
| 関連リスク | **R-103** |
| 説明 | 電源の喪失によりシステムが予期せず停止する。 |
| 原因 | 停電、電源装置故障、配線不良 |
| 対策 | UPS導入、電源監視、安全状態への自動移行 |
| 残存リスク | 極低 |",2,3,3,3,2,3
8714aa18-e041-70fb-8d68-e4feabf66bdd_TEST_Hazard_Analysis.md_2,TEST_Hazard_Analysis.md,2,"### **H-104**: 演算エラー

| 項目 | 内容 |
|------|------|
| 深刻度 | Marginal |
| 発生頻度 | Probable |
| リスクレベル | Medium |
| 対応状況 | 対策検討中 |
| 関連リスク | **R-104** |
| 説明 | ソフトウェアの演算エラーにより誤った制御値を出力する。 |
| 原因 | バグ、オーバーフロー、ゼロ除算 |
| 対策 | 静的解析導入、境界値テスト強化（計画中） |
| 残存リスク | 中（対策完了後に再評価予定） |

### **H-105**: 通信途絶

| 項目 | 内容 |
|------|------|
| 深刻度 | Minor |
| 発生頻度 | Occasional |
| リスクレベル | Low |
| 対応状況 | 監視中 |
| 関連リスク | **R-105** |
| 説明 | 外部との通信が一時的に途絶する。 |
| 原因 | 電磁干渉、ネットワーク機器故障 |
| 対策 | 通信監視、自動再接続機能（実装済み）、シールド強化（検討中） |
| 残存リスク | 低 |",2,3,3,3,2,3
8714aa18-e041-70fb-8d68-e4feabf66bdd_TEST_Hazard_Analysis.md_3,TEST_Hazard_Analysis.md,3,"## 2. 深刻度分類

| 深刻度 | 件数 | ハザードID |
|--------|------|------------|
| Catastrophic | 0件 | - |
| Critical | 0件 | - |
| Serious | 2件 | **H-101**, **H-103** |
| Marginal | 2件 | **H-102**, **H-104** |
| Minor | 1件 | **H-105** |

## 3. リスクマトリクス

|  | Remote | Occasional | Probable | Frequent |
|--|--------|------------|----------|----------|
| Catastrophic | - | - | - | - |
| Critical | - | - | - | - |
| Serious | **H-103** | - | **H-101** | - |
| Marginal | - | **H-102** | **H-104** | - |
| Minor | - | **H-105** | - | - |",2,3,3,3,2,3
